,Drug1,Drug2
34870,L01D,L02A
34871,C07A,A07E
34872,N01A,N05C
34873,V03A,J01X
34874,D10A,N01A
34875,N05B,J01E
34876,A10B,N05A
34877,H02A,A02B
34878,R03D,D11A
34879,N05B,N04A
34880,A02B,J05A
34881,C03C,C09X
34882,G04C,C08D
34883,C08D,S01E
34884,N06A,J01D
34885,C07A,S01E
34886,M01A,N03A
34887,C08D,L04A
34888,A04A,R03D
34889,R01A,J05A
34890,P01A,N07B
34891,V03A,N04B
34892,D05A,A07E
34893,N06A,N05A
34894,N05B,N05C
34895,N05B,C01C
34896,D08A,N03A
34897,A10B,S01A
34898,D11A,M04A
34899,C04A,R03D
34900,N06A,C09C
34901,G04C,G04B
34902,S01E,G04B
34903,C01B,M05B
34904,C01D,J05A
34905,M01A,M03B
34906,N03A,D10A
34907,C03A,A10B
34908,C10A,A02B
34909,C07A,N05A
34910,N03A,S01A
34911,J01D,P01A
34912,N03A,J01F
34913,J01D,C07A
34914,J01D,C03B
34915,J05A,G04C
34916,C09A,N01A
34917,B01A,C02C
34918,A10B,C01D
34919,J04A,C10A
34920,C09C,M04A
34921,L02A,N02A
34922,C01D,C05A
34923,H03A,L02A
34924,V03A,B01A
34925,V03A,M03B
34926,M01A,C04A
34927,V03A,A02B
34928,R06A,G03A
34929,R01A,M02A
34930,C09C,J05A
34931,A10B,R06A
34932,A10B,L02A
34933,N05A,R03D
34934,N05C,A02B
34935,R03D,R01A
34936,G03X,S01A
34937,G04B,H01B
34938,N06B,C10A
34939,C09A,M04A
34940,J01F,N02A
34941,S01E,C09A
34942,C01B,C03B
34943,J01F,M01A
34944,M02A,L01C
34945,C08D,L01X
34946,N06A,C09A
34947,C07A,B01A
34948,V03A,A04A
34949,A03A,A10B
34950,V03A,N05C
34951,H02A,G04B
34952,B03B,M01A
34953,C10A,N03A
34954,C09A,J01D
34955,J05A,L01C
34956,C10A,G04B
34957,D11A,N02A
34958,N03A,G04B
34959,A02B,N02C
34960,C09A,N07A
34961,N03A,N05A
34962,C03C,M04A
34963,N03A,N07B
34964,C03D,N05A
34965,M05B,M03B
34966,N05B,N05C
34967,N02A,A02B
34968,J05A,C10A
34969,B05C,J02A
34970,R01A,G04B
34971,A10B,L01B
34972,V03A,A10B
34973,C09A,L01B
34974,B01A,N05C
34975,A03B,A10B
34976,A06A,D01A
34977,C07A,J01A
34978,H02A,A02B
34979,R06A,A06A
34980,N05B,N07B
34981,D11A,R06A
34982,B01A,N05A
34983,A02B,N07B
34984,R01A,C09C
34985,G04C,A10B
34986,A05A,N05C
34987,C09C,A04A
34988,N05B,A07D
34989,N05B,C09A
34990,C03C,M03B
34991,N05B,N05B
34992,N02B,N02C
34993,C10A,N06A
34994,A03A,N07B
34995,N06A,B01A
34996,A10B,A06A
34997,J05A,J05A
34998,S01E,C09C
34999,L02A,N06A
35000,L01A,D10A
35001,C05A,N03A
35002,V03A,C10A
35003,M05B,G04C
35004,J01X,V03A
35005,V03A,L01C
35006,A01A,G04C
35007,C07A,G04B
35008,C09A,S01E
35009,N05A,A10B
35010,H03A,N06B
35011,C09A,C01D
35012,C03C,R03A
35013,N05B,C09C
35014,N05B,J01X
35015,B01A,L01X
35016,C01B,N05B
35017,C10A,C03C
35018,N04A,N07B
35019,C09A,D01A
35020,C09C,L02A
35021,C09A,J01D
35022,R03A,A10B
35023,C01B,A07D
35024,C01B,C09A
35025,C01E,J05A
35026,C07A,A06A
35027,B05C,J01C
35028,A02B,G04C
35029,D11A,A10B
35030,N02C,G04B
35031,N02C,G04B
35032,D11A,N02C
35033,S01A,D08A
35034,N05B,L02A
35035,M02A,L02B
35036,C10A,N06B
35037,C10A,H02A
35038,C03A,C09C
35039,S01A,C09A
35040,N02B,S01E
35041,N05C,L04A
35042,B05X,M01A
35043,A04A,N05C
35044,N05B,C04A
35045,N06A,N04B
35046,L01C,L01D
35047,N06B,R03D
35048,G03X,M02A
35049,A02B,A10B
35050,D05A,B05C
35051,C09C,N02C
35052,A02B,L01X
35053,L01C,C09C
35054,S01E,N05C
35055,C08C,L04A
35056,R03A,A10B
35057,N03A,J04A
35058,S01A,P01A
35059,C08C,S01E
35060,S01E,R03D
35061,L04A,C04A
35062,J05A,A03F
35063,J05A,C03D
35064,A10B,B05C
35065,J01C,C03A
35066,S01A,S01A
35067,A03F,S01A
35068,C03C,R03A
35069,B03B,C03C
35070,R01A,M05B
35071,C09A,A05A
35072,B03B,N06D
35073,C03C,C09A
35074,R03A,A06A
35075,N07B,N03A
35076,C08C,A06A
35077,N02A,M03B
35078,A10B,N06D
35079,M01A,N04B
35080,G03X,R01A
35081,P01A,C10A
35082,N06A,M01A
35083,G03X,A02B
35084,J05A,L01C
35085,L01A,L01C
35086,J05A,A04A
35087,L01B,L01B
35088,N06A,M02A
35089,C09C,J05A
35090,J04A,A03F
35091,N07B,N05B
35092,N02A,L01A
35093,C09C,N06A
35094,N03A,J01F
35095,J01F,L04A
35096,C09A,A07D
35097,C09A,C09A
35098,C09A,N06A
35099,N05B,L02B
35100,C09A,N05B
35101,S01E,C01E
35102,C08D,N02A
35103,R01A,L02B
35104,C08D,N06D
35105,C08D,M01A
35106,J01D,C07A
35107,C09C,L01X
35108,J01F,B03B
35109,B01A,C01D
35110,C09C,H01C
35111,J01F,M03B
35112,C09A,N06A
35113,C10A,C10A
35114,C10A,C03D
35115,C03D,R03D
35116,A03A,S01A
35117,C09A,N03A
35118,C01B,S01A
35119,R01A,S01E
35120,L01X,C09C
35121,J01D,M05B
35122,R01A,C10A
35123,R01A,C09C
35124,J02A,C10A
35125,B05X,N03A
35126,C03C,N05C
35127,M02A,J01M
35128,R01A,L04A
35129,N05C,C09X
35130,R06A,C01B
35131,N06A,C10A
35132,L01C,G04C
35133,S01E,C01B
35134,D05A,N03A
35135,B05X,N05C
35136,L01B,M05B
35137,D05A,C09A
35138,C03B,C09C
35139,C09A,J01D
35140,H02A,A02B
35141,N02B,C09A
35142,C03B,R01A
35143,N03A,H03B
35144,S01E,A02B
35145,C03C,S01E
35146,R01A,N05B
35147,L04A,J01E
35148,C05A,J01E
35149,C08D,C03C
35150,A03F,G04B
35151,A10B,L01X
35152,N05A,N05C
35153,N04B,A10B
35154,B01A,C10A
35155,D11A,G04C
35156,C09C,D10A
35157,R01A,L01X
35158,C09C,C09C
35159,N05B,C08C
35160,N05B,N06A
35161,R01A,J05A
35162,R06A,A04A
35163,J01X,C09C
35164,N02B,V03A
35165,S01E,N05B
35166,H02A,A10B
35167,R03A,G04B
35168,L01X,C10A
35169,J01F,C08D
35170,N04A,R06A
35171,J01D,S01E
35172,A03F,A04A
35173,J01D,L04A
35174,C08C,M03A
35175,C08C,G04B
35176,H03A,R03D
35177,C08D,N05A
35178,H03A,C01B
35179,C10A,C10A
35180,C01E,C10A
35181,M03B,G04B
35182,J01D,S01A
35183,L02A,N02C
35184,C03A,M02A
35185,C09A,S01A
35186,S01E,A04A
35187,C09A,D10A
35188,B05X,J01A
35189,N05C,A06A
35190,N01A,N06A
35191,N03A,J01F
35192,M01A,S01A
35193,J02A,R01A
35194,C08D,S01A
35195,V03A,C02C
35196,N02A,N05C
35197,S01A,J04A
35198,N02A,J01X
35199,N02A,N01A
35200,C03B,C10A
35201,N05B,R01A
35202,H03A,L01X
35203,C08C,C09A
35204,L04A,C10A
35205,M02A,N05C
35206,M02A,N05C
35207,S01A,C07A
35208,J01A,D07A
35209,H03A,L01X
35210,N05A,H01C
35211,R01A,L01X
35212,N06B,C09C
35213,N05B,N06A
35214,N05B,L01A
35215,N05B,R06A
35216,M01A,A10B
35217,N05A,N04A
35218,J04A,N03A
35219,J04A,B01A
35220,L01B,L01B
35221,J01D,J01D
35222,H03A,L01X
35223,J01D,J01D
35224,J01C,A02B
35225,J01D,J01D
35226,M01A,C09A
35227,B05C,N01A
35228,N05C,A10B
35229,C02A,N05A
35230,M02A,G04B
35231,J05A,J04A
35232,S01E,R03A
35233,A07D,S01E
35234,M05B,G03A
35235,C08C,M05B
35236,C07A,C01E
35237,C07A,C09A
35238,S01E,M05B
35239,L01D,N05A
35240,M05B,S01A
35241,A04A,N07B
35242,C09C,R06A
35243,C07A,C07A
35244,C09A,P01A
35245,C09C,L02A
35246,V03A,B01A
35247,B01A,J01F
35248,S01A,C09A
35249,J01F,L01B
35250,S01A,G03X
35251,L02A,M03B
35252,M02A,J01X
35253,J05A,G04C
35254,N03A,C09C
35255,S01E,B01A
35256,J01D,J01A
35257,C08D,L01X
35258,V03A,J01F
35259,C09A,N06B
35260,A05A,J05A
35261,C07A,M01A
35262,N05A,B01A
35263,C01B,C09A
35264,D01A,S01A
35265,N05B,L01C
35266,J01D,N05B
35267,C01B,N05A
35268,N06B,M01A
35269,C08D,G04B
35270,L01B,A04A
35271,A10B,H05B
35272,H03A,J01M
35273,J01A,J04A
35274,A10B,R01A
35275,C08D,L04A
35276,B01A,N05C
35277,B01A,L02B
35278,B01A,M02A
35279,C07A,C10A
35280,N03A,N05B
35281,R06A,C10A
35282,P01A,M01A
35283,A02B,C09A
35284,C01E,J01F
35285,N02C,J01A
35286,C10A,N06A
35287,N05A,N05B
35288,L01X,L01X
35289,J01C,J05A
35290,A01A,J05A
35291,A04A,L01C
35292,V03A,A04A
35293,G04B,D07A
35294,J02A,L01C
35295,N02B,G04B
35296,R01A,J01X
35297,N03A,J05A
35298,S01A,L01X
35299,R01A,N05C
35300,N05B,M01A
35301,C08C,J01F
35302,C08D,C08D
35303,C01B,M04A
35304,G04B,H01B
35305,M01A,M04A
35306,J01D,C10A
35307,J01D,C08C
35308,J01D,M03B
35309,D01A,A06A
35310,R03A,D01A
35311,R03A,G04C
35312,C01D,A10B
35313,N06A,N05C
35314,R01A,A02B
35315,M03B,R01A
35316,N06A,N03A
35317,C01B,R03A
35318,J05A,S01A
35319,J01D,S01A
35320,J01D,L01B
35321,J01D,C10A
35322,C07A,N06D
35323,C07A,M01A
35324,M01A,G04B
35325,C10A,L01X
35326,C09A,C02A
35327,J02A,A07E
35328,J05A,A06A
35329,J01D,C09C
35330,L02B,B01A
35331,H03A,M01A
35332,H03A,N02C
35333,N06A,M01A
35334,C09A,C01D
35335,N06A,N05B
35336,L02A,N06A
35337,C09C,C01E
35338,A10B,C09A
35339,C01D,L02A
35340,D08A,S01A
35341,V03A,L02A
35342,H03A,L02B
35343,B01A,N05C
35344,D08A,D10A
35345,N02B,M05B
35346,M03B,C01D
35347,N03A,J05A
35348,B01A,J01D
35349,H02A,S01E
35350,C03C,N06A
35351,A02B,J01F
35352,J01C,N02A
35353,C02C,M03A
35354,L01B,V03A
35355,J01X,M03B
35356,A03F,N05C
35357,L01B,A04A
35358,H01C,J02A
35359,C07A,M05B
35360,L04A,N02A
35361,S01A,N06B
35362,C07A,C09A
35363,J01D,A10B
35364,J01D,J01F
35365,N05A,N05A
35366,C01D,N03A
35367,A02B,R03D
35368,C07A,A04A
35369,N05B,M01A
35370,N06A,S01E
35371,C10A,L01X
35372,N03A,C01E
35373,L01B,C01D
35374,M01A,M05B
35375,J04A,A02B
35376,N05B,J01F
35377,N03A,C03C
35378,B05X,N01A
35379,C09C,R03D
35380,R03A,J05A
35381,L02B,M05B
35382,L02A,C08C
35383,N01A,N01B
35384,B05C,L01X
35385,M05B,A03A
35386,B01A,C07A
35387,S01A,A02B
35388,M01A,B01A
35389,R06A,L01X
35390,B01A,A06A
35391,C05A,S01E
35392,L04A,H02A
35393,C09C,N06B
35394,C09C,H02A
35395,J01D,C10A
35396,S01A,A10B
35397,J01D,R03D
35398,J05A,N06A
35399,C01B,R01A
35400,M04A,A10B
35401,C09C,D01A
35402,C09C,G04C
35403,G04C,D01A
35404,B01A,A04A
35405,C03B,N06A
35406,C07A,J02A
35407,B01A,L01C
35408,L01C,L02B
35409,C07A,C09A
35410,M01A,N05A
35411,C03C,G04B
35412,J04A,S01A
35413,M01A,C09A
35414,D10A,G04B
35415,D01A,J01F
35416,R01A,L02B
35417,S01E,D01A
35418,C09A,P01B
35419,R03A,C03A
35420,L01C,A02B
35421,M01A,N07B
35422,A10B,M01A
35423,A03A,S01A
35424,N06B,N06A
35425,R03A,C01B
35426,M04A,G04C
35427,C08D,C03D
35428,G04C,A10B
35429,B03B,L01X
35430,C07A,C09C
35431,R01A,N06A
35432,R06A,C03A
35433,M05B,D07A
35434,A10B,N04A
35435,H02A,D10A
35436,R05D,B01A
35437,N03A,C09C
35438,G04C,V03A
35439,A10B,J05A
35440,A10B,A05A
35441,G03X,A10B
35442,C07A,J01X
35443,L01C,A07D
35444,C01D,H02A
35445,L01C,C09A
35446,L01C,N06A
35447,V03A,A10B
35448,C09C,N07B
35449,N06A,L01X
35450,G04B,J01F
35451,M05B,S01A
35452,M05B,A02B
35453,R03D,C09X
35454,J01D,R03D
35455,N03A,R01A
35456,C03B,C07A
35457,A03F,J04A
35458,A02B,N05B
35459,B05X,A06A
35460,L01C,A10B
35461,N05A,C07A
35462,S01A,A04A
35463,M02A,R03A
35464,L01C,A02B
35465,C07A,C08C
35466,R03D,A10B
35467,R06A,C03C
35468,N03A,C08C
35469,D10A,J01C
35470,A01A,N02A
35471,C08D,C02A
35472,N05A,N05A
35473,C03C,C07A
35474,A01A,C07A
35475,S01E,N06A
35476,L02B,N07B
35477,R01A,D10A
35478,N06A,H02A
35479,C01D,N06A
35480,A02B,J05A
35481,C07A,R01A
35482,N05B,C10A
35483,N05B,B01A
35484,A10B,M01A
35485,N02A,L01X
35486,A02B,R01A
35487,C09C,L01X
35488,N05B,J05A
35489,G04C,D01A
35490,A02B,L01C
35491,M01A,P01A
35492,M05B,M05B
35493,C10A,J01E
35494,D08A,B05C
35495,M03B,N02A
35496,J01X,R06A
35497,C01E,C07A
35498,P01A,R01A
35499,G04B,L01X
35500,B03B,A07E
35501,B03B,M05B
35502,L01C,L01X
35503,G04C,A10B
35504,S01E,L01X
35505,S01E,J01C
35506,J04A,C09C
35507,J01X,D10A
35508,J01D,N01A
35509,N05A,A02B
35510,N05A,C09A
35511,N05B,J05A
35512,J01D,C07A
35513,M02A,J05A
35514,N05A,G03X
35515,G04C,C07A
35516,N05A,N05A
35517,C01B,A02B
35518,C07A,J05A
35519,J05A,L01X
35520,R03A,N03A
35521,N05C,R03A
35522,M05B,N02C
35523,M05B,J05A
35524,J01A,B03B
35525,H03A,G03X
35526,H03A,A02B
35527,H03A,C09A
35528,A04A,A02B
35529,A04A,A04A
35530,C07A,M05B
35531,J01F,L01X
35532,M03B,N03A
35533,A10B,A10B
35534,J05A,J05A
35535,J01F,N06A
35536,S01E,G04C
35537,C09A,N03A
35538,H03A,R06A
35539,G04C,C09A
35540,C09A,M01A
35541,B01A,C03C
35542,N06A,N06A
35543,C03D,M05B
35544,J01D,A02B
35545,C10A,L01X
35546,H03A,M03A
35547,M05B,A07E
35548,J01F,J04A
35549,B01A,N05A
35550,B01A,C09C
35551,B01A,C10A
35552,R01A,N06A
35553,M01A,R01A
35554,N05A,C09A
35555,R01A,L01X
35556,L01X,D01A
35557,D01A,N06A
35558,N06B,R06A
35559,C01D,N02A
35560,C01D,G04B
35561,N06B,L02A
35562,N03A,L01X
35563,J05A,L01C
35564,J05A,J05A
35565,P01B,C03B
35566,R03D,C07A
35567,R03D,C03B
35568,D11A,C10A
35569,A04A,J05A
35570,C07A,C02A
35571,A04A,N02A
35572,N06A,J05A
35573,L01B,B05C
35574,G04B,L01X
35575,C04A,C10A
35576,N03A,G04C
35577,C09A,M05B
35578,B03B,M05B
35579,R03D,R01A
35580,N05B,J02A
35581,C09A,A06A
35582,C03C,C01D
35583,J02A,C09C
35584,M05B,L01B
35585,C03B,A06A
35586,V03A,J01C
35587,C10A,H05B
35588,V03A,S01A
35589,D01A,A07E
35590,D10A,S01E
35591,A02B,N03A
35592,N05B,C09C
35593,J01A,R06A
35594,C02C,J01F
35595,C03C,A03F
35596,H02A,R06A
35597,H02A,J04A
35598,H01B,M04A
35599,N03A,J05A
35600,S01E,B01A
35601,R01A,B01A
35602,C03D,C10A
35603,A07E,C10A
35604,H02A,M05B
35605,C09A,L01C
35606,J01D,G04B
35607,N02A,S01A
35608,C10A,L01X
35609,R01A,N05C
35610,J05A,G04C
35611,J05A,A06A
35612,M03B,J01X
35613,C03D,G04C
35614,N01A,S01E
35615,L01B,L01B
35616,L01B,S01A
35617,C10A,S01E
35618,J01D,N05C
35619,L02B,G04C
35620,S01A,G04C
35621,D10A,H02A
35622,C08D,C09X
35623,N05B,L01C
35624,R06A,J01F
35625,J01D,L01A
35626,G03X,N07B
35627,N06A,C03D
35628,D01A,L01X
35629,N05A,C09C
35630,A04A,B01A
35631,C10A,C03A
35632,C01B,R03D
35633,C07A,A10B
35634,C08D,A10B
35635,M05B,L01X
35636,C02C,L01C
35637,D11A,N06A
35638,A03A,A02B
35639,M05B,N06A
35640,N05B,B05X
35641,C10A,N07B
35642,N05B,A07E
35643,M02A,M03A
35644,C10A,J02A
35645,J05A,C08C
35646,S01E,A02B
35647,S01E,C09A
35648,A02B,L01X
35649,S01A,J02A
35650,C02C,L01B
35651,J05A,S01A
35652,S01E,G03X
35653,C10A,B01A
35654,L01D,J05A
35655,N02A,L01X
35656,J05A,D01A
35657,L01B,A02B
35658,L02A,N06A
35659,L02A,L01X
35660,L01D,C09A
35661,J01D,N06B
35662,J01D,H02A
35663,C10A,H05B
35664,H02A,L01D
35665,J01F,G04C
35666,J01D,C03C
35667,M03B,L02A
35668,G04C,R01A
35669,B05X,G04B
35670,N05A,R06A
35671,P01A,L01B
35672,P01B,L01C
35673,J05A,N03A
35674,A10B,J01F
35675,C09A,N06A
35676,L01A,N03A
35677,V03A,S01A
35678,C09A,N01A
35679,J02A,D06B
35680,R01A,C04A
35681,N03A,A10B
35682,H02A,D10A
35683,A05A,D01A
35684,J05A,J05A
35685,H02A,S01A
35686,M01A,C05A
35687,A16A,C07A
35688,C02C,L01X
35689,G04B,R03D
35690,N06A,N06A
35691,N05C,N03A
35692,C08D,N06A
35693,L01X,G04C
35694,C08D,N01A
35695,B01A,A04A
35696,C10A,J01A
35697,A10B,N03A
35698,N05B,A04A
35699,C03A,N05C
35700,C03A,N02C
35701,S01A,S01F
35702,C03A,N03A
35703,C03A,N05C
35704,R01A,D10A
35705,M03B,A10B
35706,C03B,N05A
35707,N06A,S01E
35708,M03B,N02C
35709,C03B,C09A
35710,N05B,R03D
35711,C10A,L01B
35712,A04A,A02B
35713,J02A,R03D
35714,N04A,C09C
35715,N04B,N06A
35716,N04B,J01C
35717,G04B,C01B
35718,A02B,J01D
35719,M03B,A02B
35720,M02A,M01A
35721,A02B,R03D
35722,C02A,J05A
35723,C02A,A05A
35724,M01A,D01A
35725,C01B,C09A
35726,C09A,C09C
35727,C09A,J01X
35728,C08D,N05C
35729,N02B,L01D
35730,N03A,C10A
35731,J01X,L01X
35732,N02B,N07A
35733,R01A,L01X
35734,J01X,C07A
35735,M03B,J01X
35736,V03A,S01A
35737,N01B,A03B
35738,M01A,G04C
35739,L01C,H03B
35740,N04B,M01A
35741,N05B,M04A
35742,A10B,N05A
35743,L01X,N02B
35744,S01E,R03D
35745,N05C,M05B
35746,M05B,C07A
35747,A03F,R03D
35748,J01X,C03B
35749,V03A,H02A
35750,B05X,J01F
35751,M02A,A02B
35752,J01D,L01B
35753,J02A,J05A
35754,C09A,J05A
35755,C03B,C01D
35756,N05B,A01A
35757,N05A,N05A
35758,A16A,C04A
35759,A03F,V03A
35760,A04A,L01C
35761,M02A,M05B
35762,L02A,N06A
35763,C09A,H02A
35764,V03A,P01B
35765,L02A,C02C
35766,N03A,N05C
35767,A02B,M03B
35768,M01A,N05A
35769,A02B,A07E
35770,J05A,D10A
35771,J05A,S01A
35772,A04A,D11A
35773,C08D,B05C
35774,L02B,M04A
35775,J01C,R01A
35776,C09A,J01F
35777,N05B,N02A
35778,A02B,A04A
35779,S01E,N05A
35780,J02A,L01X
35781,N05A,A10B
35782,M04A,C09A
35783,A10B,N05C
35784,B01A,H03A
35785,J01D,M04A
35786,J01D,H02A
35787,N05B,N03A
35788,R06A,A03A
35789,P01B,A07E
35790,C07A,A07E
35791,S01A,A02B
35792,S01A,N05C
35793,A10B,M03B
35794,G04C,D11A
35795,D01A,D01A
35796,R06A,M05B
35797,A02B,L02A
35798,N03A,J01M
35799,J02A,C10A
35800,J01D,A10B
35801,R01A,C10A
35802,J02A,C10A
35803,J01D,N02C
35804,C07A,S01A
35805,A04A,C07A
35806,J01D,N05A
35807,J05A,A02B
35808,D11A,M04A
35809,N05B,C03B
35810,S01E,N05B
35811,B05X,S01F
35812,R03D,C10A
35813,L01D,R01A
35814,P01B,M03B
35815,M05B,N03A
35816,C03C,C08C
35817,R01A,C03B
35818,N03A,L01X
35819,R01A,C07A
35820,C09A,G04B
35821,C02C,C03C
35822,N06B,N05A
35823,J01A,R06A
35824,J01X,N03A
35825,L01C,N05B
35826,N03A,A02B
35827,M02A,N05C
35828,N06D,N06A
35829,N03A,C09A
35830,C08C,D11A
35831,L01C,A10B
35832,C01B,D10A
35833,C08C,N06A
35834,L02A,C10A
35835,B01A,D11A
35836,J01C,N01A
35837,N05B,R03D
35838,C01B,S01A
35839,C08C,A06A
35840,M03B,M01A
35841,M05B,N06A
35842,N02A,J01X
35843,R03A,L01X
35844,R03A,J01F
35845,B03B,L02A
35846,N02B,P01B
35847,A04A,N05C
35848,N02B,L01X
35849,N06A,C10A
35850,N05A,H03B
35851,N05B,R05D
35852,M01A,M03B
35853,J02A,L01C
35854,N05B,A10B
35855,N05B,L02A
35856,J01A,N06A
35857,J05A,S01A
35858,J05A,A02B
35859,J01A,J01A
35860,H02A,J05A
35861,N05B,N07B
35862,V03A,G04B
35863,J01A,C09A
35864,J02A,P01A
35865,R06A,C01B
35866,J01A,B01A
35867,M05B,C08C
35868,B05X,S01E
35869,S01E,N05C
35870,S01E,R03D
35871,C07A,N06A
35872,M05B,B01A
35873,H03A,L01B
35874,N05B,V03A
35875,S01E,L04A
35876,N05B,N02C
35877,C09C,S01E
35878,R06A,R06A
35879,R06A,L02A
35880,R01A,J01F
35881,M01A,R03A
35882,M01A,J05A
35883,L02A,C03A
35884,D01A,R06A
35885,C01B,A10B
35886,N06A,R03D
35887,N05C,A02B
35888,J02A,M03B
35889,C08C,G04B
35890,S01E,N02B
35891,C09C,C10A
35892,S01E,C07A
35893,A02B,N06A
35894,N03A,R03D
35895,C09C,V03A
35896,J05A,R06A
35897,C03D,L01D
35898,C08D,G04B
35899,A01A,C10A
35900,V03A,A03F
35901,S01A,G04B
35902,C07A,N06A
35903,S01E,N05C
35904,S01A,B03B
35905,B03B,C09A
35906,B01A,R01A
35907,C08C,B05C
35908,B03B,C01D
35909,C10A,M01A
35910,S01E,J05A
35911,N05A,N06A
35912,N03A,R06A
35913,N06A,A02B
35914,N06A,A04A
35915,A10B,L02A
35916,V03A,B05C
35917,G04B,N03A
35918,G04B,N05C
35919,M01A,N05A
35920,G04B,N02C
35921,R01A,C01C
35922,M02A,N06A
35923,N06A,N05A
35924,J01A,J05A
35925,C09A,M04A
35926,R06A,B01A
35927,J01D,N06A
35928,C07A,C09A
35929,N05C,J05A
35930,J05A,C08C
35931,L01X,C03C
35932,C01D,N05A
35933,N06A,N06B
35934,S01E,N05C
35935,C01D,M05B
35936,A10B,R03D
35937,C01D,B01A
35938,S01A,B05C
35939,L01C,C09C
35940,D08A,N05A
35941,P03A,N05B
35942,M01A,L01X
35943,N05B,N06B
35944,N04A,A10B
35945,M01A,S01A
35946,B01A,C02D
35947,B01A,C03A
35948,N06A,N07B
35949,M05B,L02B
35950,C10A,D07A
35951,A04A,J05A
35952,N06A,M05B
35953,S01A,B05X
35954,R03D,H02A
35955,R03A,L01C
35956,C09A,N01A
35957,M02A,D11A
35958,J05A,J05A
35959,M01A,N02C
35960,S01E,A06A
35961,J02A,J05A
35962,J01D,C08C
35963,J02A,N04A
35964,J02A,J01C
35965,V03A,M05B
35966,C08D,N05A
35967,L01C,N06A
35968,N02A,N03A
35969,J02A,N05B
35970,J02A,C09A
35971,J02A,A07D
35972,L01B,G04C
35973,N03A,G04B
35974,H02A,M03A
35975,J02A,J05A
35976,N05A,N06A
35977,J01D,C03A
35978,C02C,C01D
35979,C10A,N07B
35980,C07A,M01A
35981,C09C,N05A
35982,J04A,C09A
35983,C03D,A06A
35984,B01A,J01C
35985,B01A,S01A
35986,J04A,N05B
35987,M05B,R03D
35988,S01E,H03B
35989,L01X,N03A
35990,A01A,M05B
35991,C10A,C09A
35992,N05C,H02A
35993,H02A,R03A
35994,C09A,L01X
35995,J01C,N06A
35996,H02A,M04A
35997,V03A,R06A
35998,S01E,L01D
35999,C09A,B05X
36000,B01A,N03A
36001,C08C,A10B
36002,N03A,C01D
36003,L01A,L01D
36004,C07A,J01D
36005,M01A,R03D
36006,C09A,D11A
36007,B03B,C09C
36008,C03D,S01E
36009,N06A,A02B
36010,B05X,A10B
36011,B03B,N05C
36012,C07A,C10A
36013,J02A,A10B
36014,C07A,S01A
36015,C07A,A02B
36016,L01B,C10A
36017,B01A,M01A
36018,A07E,A07E
36019,N02C,C10A
36020,C10A,J01E
36021,L01C,N06A
36022,C10A,N04A
36023,G04B,M05B
36024,C01D,C10A
36025,C01D,C09C
36026,A04A,A04A
36027,N07B,N05C
36028,B01A,N05A
36029,C03A,S01E
36030,C07A,M05B
36031,B03B,C08C
36032,N06A,N02C
36033,S01E,N01A
36034,R01A,C01B
36035,C07A,G04B
36036,A02B,H05B
36037,N06A,A06A
36038,S01A,N05B
36039,A04A,J05A
36040,B01A,N02A
36041,B01A,G04B
36042,J05A,S01A
36043,M01A,G04B
36044,C09C,H02A
36045,C01D,L01A
36046,C01D,M01A
36047,V03A,J01C
36048,C03B,C03C
36049,G04B,J05A
36050,N02A,J05A
36051,N06A,G04C
36052,C10A,R06A
36053,J01D,C10A
36054,C08D,A06A
36055,A04A,A06A
36056,C10A,R03D
36057,L02B,L01C
36058,R06A,B03B
36059,S01E,J02A
36060,J01D,J04A
36061,C10A,A10B
36062,B05C,L01D
36063,C10A,N06A
36064,N02A,N07B
36065,V03A,L01C
36066,G04C,A02B
36067,N03A,N03A
36068,B01A,J02A
36069,M01A,C09C
36070,C03B,N03A
36071,A10B,C09C
36072,J01F,C10A
36073,N05B,N07B
36074,J01D,L01C
36075,C01D,C03B
36076,S01A,A02B
36077,C08C,C09C
36078,C03A,M01A
36079,N06B,C08C
36080,J05A,J05A
36081,N05B,R01A
36082,N06A,A02B
36083,C07A,L01X
36084,S01E,C09A
36085,N03A,C09A
36086,J04A,B05X
36087,M05B,D01A
36088,N05B,A06A
36089,S01E,A02B
36090,S01E,S01A
36091,C07A,V03A
36092,N06D,N06D
36093,N06A,N04A
36094,C03B,N05A
36095,N04A,C10A
36096,C09A,M01A
36097,N03A,J01D
36098,B01A,C10A
36099,S01E,S01A
36100,M03B,M05B
36101,S01E,D10A
36102,H03A,A02B
36103,C03A,L01X
36104,M05B,L01X
36105,J01X,C07A
36106,N06B,G04C
36107,V03A,B01A
36108,C03C,C01D
36109,A10B,L01C
36110,C08C,A05A
36111,C09C,L02A
36112,P01A,C01D
36113,P01A,A02B
36114,C10A,L01X
36115,M01A,S01E
36116,H03A,J01C
36117,C10A,J02A
36118,P01B,S01E
36119,C10A,L01B
36120,N06A,C04A
36121,H03A,C01D
36122,C03A,C03C
36123,R03A,N01A
36124,H02A,J01F
36125,N03A,H01C
36126,J01F,S01A
36127,D10A,A10B
36128,C10A,N02C
36129,V03A,J01E
36130,V03A,G04B
36131,C10A,A10B
36132,C01D,S01E
36133,C10A,D11A
36134,C01D,B01A
36135,S01A,L01B
36136,N03A,S01A
36137,G03A,R03D
36138,V03A,A02B
36139,M03C,N02A
36140,C01B,C09C
